5,9.142857142857142,0.00019130252656482516,5.0,21
6,2.0,2.7665609045873715e-05,5.0,79
7,4.0,4.7513416835239953e-05,5.0,21
8,7.0886075949367084,0.00010096875927116298,5.0,79
9,5.833333333333332,2.7709537082248265e-05,5.0,36
10,3.8125,7.541105151176453e-05,5.0,64
11,5.633333333333334,6.59942626953125e-05,5.0,30
12,7.0857142857142845,6.868158067975725e-05,5.0,70
13,6.333333333333333,6.068836558948863e-05,5.0,33
14,6.731343283582089,7.405209897169426e-05,5.0,67
15,9.2,0.00011424422264099119,5.0,40
16,11.716666666666665,0.00015798012415568034,5.0,60
17,14.947368421052632,0.0002367371007015831,5.0,38
18,18.161290322580644,0.0002730700277513073,5.0,62
19,19.838709677419352,0.00024210253069477684,5.0,31
20,23.733333333333334,0.00014178355534871418,5.0,60
